数据来源,药材名,文献,中文名,英文名,分子式,化合物类型,加合物（正）,加合物（负）,准分子离子(正离子模式),碎片离子(正离子模式),准分子离子(负离子模式),碎片离子(负离子模式)
数据库英文文献,细辛,139,"3-(3,4-亚甲二氧基苯基)-1,2-丙二醇","3-(3,4-methylenedioxyphenyl)-1,2-propanediol",C₁₁H₁₄O₄,苯衍生物,[M+H]+,,211.0964,"193.0934,  169.1005",,
数据库英文文献,细辛,139,"3,4,5-三甲氧基甲苯","3,4,5-trimethoxytoluene",C₁₀H₁₄O₃,苯衍生物,[M+H]+,,183.1015,"168.0781,  152.0830,  137.0602,  125.0595",,
数据库英文文献,细辛,139,马兜铃酸-IVa,aristolochic acid-IVa,C₁₇H₁₁NO₈,菲类,[M+H]+,,358.0568,,,
数据库英文文献,细辛,139,7-羟基马兜铃酸I,7-hydroxy-aristolochic acid I,C₁₇H₉NO₇,菲类,[M+H]+,,340.0452,"296.0583,  281.0350",,
数据库英文文献,细辛,139,"2,4,6-三甲氧基甲苯","2,4,6-trimethoxytoluene",C₁₀H₁₄O₃,苯衍生物,[M+H]+,,183.1024,"168.0778,  152.0845,  137.0599,  125.0594",,
数据库英文文献,细辛,139,表芝麻素酮,episesaminone,C₂₀H₁₈O₇,木脂素,[M+H]+,,371.1126,"149.0226,  135.0438",,
数据库英文文献,细辛,139,马兜铃内酰胺I,aristololactam I,C₁₇H₁₁NO₄,菲类,[M+H]+,,294.0757,279.0521,,
数据库英文文献,细辛,139,α-细辛脑,α-asarone,C₁₂H₁₆O₃,苯丙素,[M+H]+,,209.1171,153.0519,,
数据库英文文献,细辛,139,甲基丁香酚,methyleugenol,C₁₁H₁₄O₂,苯丙素,[M+H]+,,179.1063,"138.0678,  123.0445,  95.0491,  77.0389",,
数据库英文文献,细辛,139,细辛脂素,asarinin,C₂₀H₁₆O₅,木脂素,[M+H-H2O]+,,337.1072,"289.0867,  231.0817",,
数据库英文文献,细辛,139,"N-异丁基-2E,4E,8Z,10E-十二碳四烯酰胺","N-isobutyl-2E,4E,8Z,10E-dodecatetraenamide (DDA-E)",C₁₆H₂₅NO,生物碱,[M+H]+,,248.2012,"167.1305,  152.1070,  67.0546,  57.0697",,
数据库英文文献,细辛,139,"N-异丁基-2E,4E,8Z,10Z-十二碳四烯酰胺","N-isobutyl-2E,4E,8Z,10Z-dodecatetraenamide (DDA-Z)",C₁₆H₂₅NO,生物碱,[M+H]+,,248.2015,"203.0846,  135.0440,  167.1305,  152.1070,  67.0546,  57.0697",,
数据库英文文献,细辛,139,辣椒素,pellitorine,C₁₄H₂₅NO,生物碱,[M+H]+,,224.2007,168.1386,,
数据库英文文献,辽细辛,140,L-精氨酸,L-arginine,C6H14N4O2,氨基酸,[M+H]+,,175.1194,"130.0955,116.0700,112.0863",,
数据库英文文献,辽细辛,140,邻氨基苯甲酸,Anthranilic acid,C7H7NO2,羧酸,[M+H]+,,138.0553,"123.0653,122.4088",,
数据库英文文献,辽细辛,140,邻羟基苯乙酮,Ortho-hydroxyacetophenone,C8H8O2,苯乙酮,[M+H]+,,137.06,"120.0783,121.0817",,
数据库英文文献,辽细辛,140,4-羟基苯乙酮,4-hydroxyacetophenone,C8H8O2,苯乙酮,[M+H]+,,137.06,"120.0297,121.0733",,
数据库英文文献,辽细辛,140,黄樟素,Safrole,C10H10O2,苯丙素,[M+NH4]+,,180.1019,"150.0546,124.0504,110.0365",,
数据库英文文献,辽细辛,140,苯丙氨酸,Phenylalanine,C9H11NO2,氨基酸,[M+H]+,,166.0863,"122.0690,107.0485,151.1898",,
数据库英文文献,辽细辛,140,对乙酰氨基酚,Acetaminophen,C8H8NO2,酰胺,[M+H]+,,152.0704,"110.0338,135.0296",,
数据库英文文献,辽细辛,140,4-甲基苯甲醛,4-methylbenzaldehyde,C8H8O,醛类,[M+H]+,,121.0648,"107.0724,103.0543",,
数据库英文文献,辽细辛,140,异黄樟素,Isosafrole,C10H10O2,苯丙素,[M+NH4]+,,180.1019,"124.0508,110.0624",,
数据库英文文献,辽细辛,140,色氨酸,Tryptophan,C11H12N2O2,氨基酸,[M+H]+,,205.0969,"146.8926,132.0806,118.0647",,
数据库英文文献,辽细辛,140,3-吲哚丙烯酸,3-indoleacrylic acid,C11H9NO2,吲哚,[M+H]+,,188.0707,"188.0707,118.0647",,
数据库英文文献,辽细辛,140,腺嘌呤,Adenine,C5H5N5,嘌呤,[M+H]+,,136.0617,"120.0381,107.0746",,
数据库英文文献,辽细辛,140,瑞枯灵,Reticuline,C19H23NO4,生物碱,[M]+,,330.1699,"207.0798,177.0787,164.8723,150.0901",,
数据库英文文献,辽细辛,140,羟甲香豆素,Hymecromone,C10H8O3,香豆素,[M+H]+,,177.0545,"151.0544,111.0370,134.0348",,
数据库英文文献,辽细辛,140,(2S)-橙皮素,(2S)-naringenin,C15H12O5,黄酮,[M+H]+,,273.0757,"181.0626,155.0234,153.0177,147.0438,137.9719",,
数据库英文文献,辽细辛,140,木兰箭毒碱,Magnocurarine,C19H24NO3,生物碱,[M]+,,314.1758,"209.0954,167.0830,179.0888,153.0692",,
数据库英文文献,辽细辛,140,劳丹宁,Laudanine,C20H25NO4,生物碱,[M+H]+,,344.1856,"207.0785,177.0749,147.8670,139.9561",,
数据库英文文献,辽细辛,140,7-甲氧基香豆素,7-methoxycoumarin,C10H8O3,香豆素,[M+H]+,,177.0545,"121.0261,109.9687,105.0331",,
数据库英文文献,辽细辛,140,(2R)-橙皮素,(2R)-naringenin,C15H12O5,黄酮,[M+H]+,,273.0757,"181.0615,155.0236,153.0179,147.0444,137.8857",,
数据库英文文献,辽细辛,140,(2S)-柚皮素-5-O-β-D-葡萄糖苷,(2S)-naringenin-5-O-beta-D-glucopyranoside,C21H22O10,黄酮苷,[M+H]+,,435.1289,"273.0748,181.0637,153.0179",,
数据库英文文献,辽细辛,140,"(2R)-橙皮素5,7-二-O-葡萄糖苷","(2R)-naringenin5,7-di-O-glucoside",C27H32O15,黄酮苷,[M+H]+,,597.1824,"435.1288,273.0756",,
数据库英文文献,辽细辛,140,肉豆蔻醚,Myristicin,C11H12O3,苯丙素,[M+Na]+,,215.0678,"175.0678,144.0570,114.9631",,
数据库英文文献,辽细辛,140,反式-4-甲氧基肉桂酸,Trans-4-methoxycinnamic acid,C10H10O3,苯丙酸,[M+H]+,,179.07,"135.9491,108.9598,121.0283",,
数据库英文文献,辽细辛,140,马兜铃内酰胺I,Aristolactam I,C17H11NO4,生物碱,[M+H]+,,294.076,"279.0521,251.0571,264.0656,236.0693",,
数据库英文文献,辽细辛,140,植物鞘氨醇,Phytosphingosine,C18H39NO3,鞘脂,[M+H]+,,318.3005,"192.8404,164.8297,136.9307",,
数据库英文文献,辽细辛,140,鞘氨醇,Sphinganine,C18H39NO2,鞘脂,[M+H]+,,302.3052,"246.8158,176.9090,106.0860",,
数据库英文文献,辽细辛,140,"N-异丁基-2E,4E,8Z-癸三烯酰胺","N-isobutyl-2E,4E,8Z-decatrienamide",C14H23NO,酰胺,[M+H]+,,222.185,"101.9493,152.1066,191.0324",,
数据库英文文献,辽细辛,140,努特卡酮,Nootkatone,C15H22O,萜类,[M+H]+,,219.1741,"178.0759,150.0992,122.0691,163.1103,123.0798",,
数据库英文文献,辽细辛,140,补骨脂素,Psoralidin,C20H16O5,香豆素,[M+H]+,,337.1075,"321.0957,267.0612,237.0545",,
数据库英文文献,辽细辛,140,细辛脂素,Asarinin,,木脂素,[M+H]+,,353,"323, 293, 135, 120, 233",,
数据库英文文献,辽细辛,140,蜜二糖,Melibiose,C12H22O11,糖类,[M+Na]+,,365.1061,"186.9692,203.0519",,
数据库英文文献,徐长卿,140,腺苷,Adenosine,C10H13N5O4,核苷,[M+H]+,,268.1045,"136.0617,121.0752",,
数据库英文文献,徐长卿,140,D-苏氨酸,D-Thr-OH,C9H11NO3,氨基酸,[M+H]+,,182.0814,"136.0755,119.0734",,
数据库英文文献,徐长卿,140,3-吲哚丙烯酸,3-indoleacrylic acid,C11H9NO2,吲哚,[M+H]+,,188.0706,"171.0617,143.0721,118.0645,104.0489",,
数据库英文文献,徐长卿,140,(-)-罗松酚,(-)-lyoniresinol,C22H28O8,木脂素,[M+Na]+,,443.1671,"291.4742,260.8591,230.0843,146.1015,154.0119",,
数据库英文文献,徐长卿,140,丹皮酚*,Paeonol,C9H10O3,酚类,[M+H]+,,167.0702,"125.0588,111.0394,137.0425",,
数据库英文文献,徐长卿,140,异丹皮酚,Isopaeonol,C9H10O3,酚类,[M+H]+,,167.0702,"153.0692,137.0221,121.0642,111.0388",,
数据库英文文献,徐长卿,140,白薇苷G,Cynapanoside G,C33H52O13,甾体皂苷,[M+Na]+,,679.3301,"679.3290,517.2774,312.0463,297.2187",,
数据库英文文献,徐长卿,140,白薇苷C,Cynapanoside C,C41H62O15,甾体皂苷,[M+Na]+,,817.402,"673.3206,543.2544",,
数据库英文文献,徐长卿,140,白薇苷F,Cynapanoside F,C41H62O15,甾体皂苷,[M+Na]+,,817.402,"673.3181,543.2543,383.1164",,
数据库英文文献,徐长卿,140,白薇苷E,Cynapanoside E,C42H64O15,甾体皂苷,[M+Na]+,,831.4144,671.3278,,
数据库英文文献,徐长卿,140,甘油酸,"1,2-benzenedicarboxylic acid",C16H22O4,有机酸,[M+H]+,,277.1436,"263.7807,235.9707,149.0153,121.0289,105.0333",,
数据库英文文献,徐长卿,140,亚麻酸,Linolenic acid,C18H30O2,脂肪酸,[M+H]+,,279.2317,"199.8904,159.9928,131.0850",,
数据库英文文献,徐长卿,140,川芎醇,Chuanxiongol,C12H27NO2,醇类,[M+H]+,,219.1008,"165.1682,137.0588,120.9529",,
数据库英文文献,山柰,141,4-甲氧基苄基-O-β-D-葡萄糖苷,4-methoxybenzyl-O-β-D-glucopyranoside,C14H20O7,糖苷,[M+H]+,,301.1282,"205.0153,160.9889",,
数据库英文文献,山柰,141,双去甲氧基姜黄素,Bisdemethoxycurcumin,C19H16O4,多酚,[M+H]+,,309.1134,217.0764,,
数据库英文文献,山柰,141,川陈皮素,Ponkanetin,C20H20O7,黄酮,[M+H]+,,373.1295,"131.0482,147.0440,163.0751,175.0756",,
数据库英文文献,山柰,141,3-蒈烯-5-酮,3-caren-5-one,C10H14O,萜类,[M+H]+,,151.1117,"109.0640,107.0494",,
数据库英文文献,山柰,141,阿魏酰腐胺,Feruloylputrescine,C14H20N2O3,生物胺,[M+H]+,,265.1554,"265.0985,247.0877,235.0876,219.0926,218.0849,206.0843,167.0672",,
数据库英文文献,山柰,141,脱氢胆酸,Dehydrocholic acid,C24H34O5,萜类,[M+H]+,,403.2493,"117.0697,373.0926,359.2045,197.0978,177.0516,167.0790,137.0500,135.0440,121.1015,107.0480",,
数据库英文文献,山柰,141,"3′,4′,5,7-四甲基槲皮素","3′,4′,5,7-tetramethylquercetin",C19H18O7,黄酮,[M+H]+,,359.1143,"117.0697,373.0926,359.2045,197.0978,177.0516,167.0790,137.0500,135.0440,121.1015,107.0480",,
数据库英文文献,山柰,141,5-甲氧基鬼臼毒素,5-methoxypodophyllotoxin,C23H24O9,木脂素,[M+H]+,,445.1478,117.0695,,
数据库英文文献,山柰,141,对甲氧基肉桂酸乙酯,Ethyl p-methoxycinnamate,C12H14O3,苯丙酸酯,[M+H]+,,207.1015,"161.0595,133.0641,103.0537",,
数据库英文文献,山柰,141,槲皮素,Quercetin,C23H22O13,黄酮,[M+H]+,,507.1158,"105.0332,117.0698",,
数据库英文文献,山柰,141,对羟基苯甲酸,p-hydroxybenzoic acid,C7H6O3,酚酸,,[M-H]-,,,137.0244,"137.0226,108.0207"
数据库英文文献,山柰,141,"3,4-二羟基苯甲酸甲酯","Methyl 3,4-dihydroxybenzoate",C8H8O4,酚酸酯,,[M-H]-,,,167.0349,107.0506
数据库英文文献,山柰,141,香草酸,Vanillic acid,C8H8O4,酚酸,,[M-H]-,,,167.0349,123.042
数据库英文文献,山柰,141,苯甲醇,Phenylmethanol,C7H8O,醇类,,[M-H]-,,,107.0502,"107.0479,106.0404"
数据库英文文献,山柰,141,对羟基肉桂酸,p-hydroxycinnamic acid,C9H8O3,苯丙酸,,[M-H]-,,,163.04,"119.0497,117.0345"
数据库英文文献,山柰,141,阿魏酸,Ferulic acid,C10H10O4,苯丙酸,,[M-H]-,,,193.0506,"134.0359,133.0281,132.0196,117.0331,106.0411"
数据库英文文献,山柰,141,苯甲酸,Benzoic acid,C7H6O2,羧酸,,[M-H]-,,,121.0295,"121.0288,120.0209,108.0207"
数据库英文文献,山柰,141,山柰磺酸A,Kaempsulfonic acid A,C20H24O8S,磺酸,,[M-H]-,,,423.1119,"423.1984,423.1706,287.0566,267.1585,243.0304,229.1095,135.0441"
数据库英文文献,山柰,141,对甲氧基苯甲酸,p-methoxybenzoic acid,C8H8O3,酚酸,,[M-H]-,,,151.04,"150.2345,122.0327,108.0205"
数据库英文文献,山柰,141,对甲氧基肉桂酸,p-methoxycinnamic acid,C10H10O3,苯丙酸,,[M-H]-,,,177.0557,"161.0592,119.0453,117.0336"
数据库英文文献,山柰,141,肉桂酸乙酯,Ethyl cinnamate,C11H12O2,苯丙酸酯,,[M-H]-,,,175.0764,"159.0443,131.0478"
数据库英文文献,山柰,141,山柰素,Kaempferide,C16H12O6,黄酮,,[M-H]-,,,299.0561,"285.0390,257.0428,217.0507,147.0777"
数据库英文文献,山柰,141,山柰酚,Kaempferol,C15H10O6,黄酮,,[M-H]-,,,285.0404,"285.0390,257.0428,217.0507,147.0777"
数据库英文文献,山柰,141,木犀草素,Luteolin,C15H10O6,黄酮,,[M-H]-,,,285.0404,"285.0390,257.0428,217.0507,147.0777"
数据库英文文献,山柰,141,邻苯二甲酸二丁酯,Dibutyl phthalate,C16H22O4,酯类,,[M-H]-,,,277.1445,"277.1423,233.1539,217.1216"
数据库英文文献,山柰,141,单棕榈酸甘油酯,Monopalmitin,C19H38O4,脂类,,[M-H]-,,,329.2697,"329.2645,329.2264,257.1844"
数据库英文文献,山柰,141,亚麻酸,Linolenic acid,C18H30O2,脂肪酸,,[M-H]-,,,277.2173,"277.2157,147.0781"
数据库英文文献,山柰,141,硬脂酸,Stearic acid,C18H36O2,脂肪酸,,[M-H]-,,,283.2642,"283.2621,265.2518"
数据库英文文献,山柰,141,亚油酸,Linoleic acid,C18H32O2,脂肪酸,,[M-H]-,,,279.2329,"279.2314,261.2201"
数据库英文文献,僵蚕,142,赖氨酸,Lysine,C6H14N2O2,氨基酸,,[M-H]-,,,145.0983,145.0989
数据库英文文献,僵蚕,142,精氨酸,Arginine,C6H14N4O2,氨基酸,[M+H]+,,175.119,"70.0643,60.0550,130.0966,175.1183,116.0703",,
数据库英文文献,僵蚕,142,组氨酸,Histidine,C6H9N3O2,氨基酸,,[M-H]-,,,154.0622,"93.0459,154.0628,67.0296,137.0357"
数据库英文文献,僵蚕,142,天冬氨酸,Aspartic acid,C4H7NO4,氨基酸,[M+H]+,,134.0448,74.0232,,
数据库英文文献,僵蚕,142,谷氨酸,Glutamic acid,C5H9NO4,氨基酸,[M+H]+,,148.0604,"84.0444,56.0494",,
数据库英文文献,僵蚕,142,蛋氨酸,Methionine,C5H11NO2S,氨基酸,[M+H]+,,150.0583,"61.0102,56.0489,133.0312,87.0247",,
数据库英文文献,僵蚕,142,缬氨酸,Valine,C5H11NO2,氨基酸,[M+H]+,,118.0863,"58.0650,72.0819,55.0545,118.0883,59.0731,57.0571",,
数据库英文文献,僵蚕,142,L-焦谷氨酸,L-Pyroglutamic acid,C5H7NO3,氨基酸,[M+H]+,,130.0499,"130.0548,84.0454,70.0293,60.9853,56.0496",,
数据库英文文献,僵蚕,142,异亮氨酸,Isoleucine,C6H13NO2,氨基酸,[M+H]+,,132.1019,"86.0961,69.0697,56.0490,57.0568",,
数据库英文文献,僵蚕,142,亮氨酸,Leucine,C6H13NO2,氨基酸,[M+H]+,,132.1018,"86.0948,55.0528,55.0186,69.0687",,
数据库英文文献,僵蚕,142,酪氨酸,Tyrosine,C9H11NO3,氨基酸,[M+H]+,,182.0812,"91.0532,136.0755,77.0388,95.0484,119.0483,123.0425,165.0531",,
数据库英文文献,僵蚕,142,脯氨酸,Proline,C5H9NO2,氨基酸,[M+H]+,,116.0706,70.0638,,
数据库英文文献,僵蚕,142,苯丙氨酸,Phenylalanine,C9H11NO2,氨基酸,,[M-H]-,,,164.0717,"103.0555,147.0455,72.0091,164.0730,77.0386,91.0536"
数据库英文文献,僵蚕,142,色氨酸,Tryptophan,C11H12N2O2,氨基酸,,[M-H]-,,,203.0826,"116.0508,142.0666,74.0251,203.0845"
数据库英文文献,僵蚕,142,L-哌啶酸,L-pipecolinic acid,C6H11NO2,有机酸,[M+H]+,,130.0863,"84.0808,56.0493,67.0541",,
数据库英文文献,僵蚕,142,奎宁酸,Quinic acid,C7H12O6,有机酸,,[M-H]-,,,191.0561,"191.0565,85.0292,93.0341,127.0390,192.0599"
数据库英文文献,僵蚕,142,苹果酸,Malic acid,C4H6O5,有机酸,,[M-H]-,,,133.0143,"71.0135,72.9926,115.0054,134.0463,133.0130"
数据库英文文献,僵蚕,142,柠檬酸,Citric acid,C6H8O7,有机酸,,[M-H]-,,,191.0197,"87.0084,111.0081,85.0290,67.0185,57.0343"
数据库英文文献,僵蚕,142,琥珀酸,Succinic acid,C4H6O4,有机酸,,[M-H]-,,,117.0193,"73.0292,55.0214,73.0412,99.0100"
数据库英文文献,僵蚕,142,没食子酸,Gallic acid,C7H6O5,酚酸,,[M-H]-,,,169.0143,"125.0240,169.0153,79.0182,51.0233,124.0158"
数据库英文文献,僵蚕,142,原儿茶酸,Protocatechuic acid,C7H6O4,酚酸,,[M-H]-,,,153.0193,"109.0296,108.0215,81.0308,91.0188,153.0200"
数据库英文文献,僵蚕,142,新绿原酸,Neochlorogenic acid,C16H18O9,酚酸,,[M-H]-,,,353.0878,"191.0549,135.0446,179.0352,353.0748,134.0325"
数据库英文文献,僵蚕,142,原儿茶醛,Protocatechualdehyde,C7H6O3,酚醛,,[M-H]-,,,137.0244,"137.0218,109.0364,108.0191,66.9984,91.0236"
数据库英文文献,僵蚕,142,绿原酸,Chlorogenic acid,C16H18O9,酚酸,,[M-H]-,,,353.0878,"191.0563,135.0470,273.0775,137.0216,173.0401,179.0348"
数据库英文文献,僵蚕,142,隐绿原酸,Cryptochlorogenic acid,C16H18O9,酚酸,,[M-H]-,,,353.0878,"177.0193,133.0294,353.0877"
数据库英文文献,僵蚕,142,咖啡酸,Caffeic acid,C9H8O4,苯丙酸,,[M-H]-,,,179.035,135.0449
数据库英文文献,僵蚕,142,苯甲酸,Benzoic acid,C7H6O2,羧酸,,[M-H]-,,,121.0295,"92.0271,121.0307,93.0320,120.0172,91.0211"
数据库英文文献,僵蚕,142,腺嘌呤,Adenine,C5H5N5,核苷,[M+H]+,,136.0618,"119.0339,136.0607,92.0231,65.0125,67.0281,94.0387,55.0284",,
数据库英文文献,僵蚕,142,尿酸,Uric acid,C5H4N4O3,核苷,,[M-H]-,,,167.0211,"124.0152,167.0217,69.0090,96.0200,97.0040"
数据库英文文献,僵蚕,142,尿嘧啶核苷,Uridine,C9H12N2O6,核苷,,[M-H]-,,,243.0623,"110.0248,82.0301,127.0514,200.0567,243.0645"
数据库英文文献,僵蚕,142,次黄嘌呤,Hypoxanthine,C5H4N4O,核苷,,[M-H]-,,,135.0312,"92.0246,65.0143,135.0314,66.0098,133.0166"
数据库英文文献,僵蚕,142,尿嘧啶,Uracil,C4H4N2O2,核苷,[M+H]+,,113.0346,"70.0287,96.0084,68.0131,113.0353,95.0245",,
数据库英文文献,僵蚕,142,黄嘌呤,Xanthine,C5H4N4O2,核苷,,[M-H]-,,,151.0262,"151.0272,108.0211,80.0258,65.9981"
数据库英文文献,僵蚕,142,腺苷,Adenosine,C10H13N5O4,核苷,[M+H]+,,268.104,136.0611,,
数据库英文文献,僵蚕,142,肌苷,Inosine,C10H12N4O5,核苷,,[M-H]-,,,267.0735,"135.0318,267.0747,92.0332"
数据库英文文献,僵蚕,142,鸟苷,Guanosine,C10H13N5O5,核苷,,[M-H]-,,,282.0844,"150.0424,133.0159,282.0855,108.0196"
数据库英文文献,僵蚕,142,2'-脱氧腺苷,2'-Deoxyadenosine,C10H13N5O3,核苷,[M+H]+,,252.1091,"136.0623,162.0779,252.0747,192.0523",,
数据库英文文献,僵蚕,142,环(丙氨酸-脯氨酸),Cyclo-(Ala-Pro),C8H12N2O2,环肽,[M+H]+,,169.0972,"70.0646,169.0973,123.0274,95.0331,72.0447,96.0790",,
数据库英文文献,僵蚕,142,环(缬氨酸-脯氨酸),Cyclo-(Val-Pro),C10H16N2O2,环肽,[M+H]+,,197.1285,"70.0646,169.0973,123.0274,95.0331,72.0447,96.0790",,
数据库英文文献,僵蚕,142,环(异亮氨酸-脯氨酸),Cyclo-(Ile-Pro),C11H18N2O2,环肽,[M+H]+,,211.1441,"70.0649,138.1281,154.0732,86.0958,183.1498,98.0597",,
数据库英文文献,僵蚕,142,环(亮氨酸-脯氨酸),Cyclo-(Leu-Pro),C11H18N2O2,环肽,[M+H]+,,211.1441,"70.0643,211.1449,138.1273,72.0440,183.1495,86.0953,98.0594,154.0734",,
数据库英文文献,僵蚕,142,环(苯丙氨酸-脯氨酸),Cyclo-(Phe-Pro),C14H16N2O2,环肽,[M+H]+,,245.1285,"70.0649,120.0811,154.0738,245.1323,69.8560,98.0595,153.0630,103.0501",,
数据库英文文献,僵蚕,142,白僵菌素,Beauvericin,C45H57N3O9,环肽,[M+NH4]+,,801.4433,"244.1325,262.1429,134.0957,784.4179,234.1487,523.2823",,
数据库英文文献,僵蚕,142,白僵菌素A,Beauvericin A,C46H59N3O9,环肽,[M+NH4]+,,815.459,"798.4353,244.1335,262.1441,258.1495,276.1603,799.4402,134.0959,815.4634",,
数据库英文文献,僵蚕,142,白僵菌交酯,Bassianolide,C48H84N4O12,环肽,[M+NH4]+,,926.6424,"909.6143,210.1481,926.6417,228.1588,910.6193,682.4627,700.4736,455.3106,927.6468",,
数据库英文文献,僵蚕,142,槲皮素二-O-葡萄糖苷,Quercetin-di-O-glucoside,C27H30O17,黄酮苷,[M+H]+,,627.1556,"303.0516,627.2966",,
数据库英文文献,僵蚕,142,桑黄素,Morin,C15H10O7,黄酮,[M+H]+,,303.0499,"303.0489,172.0497",,
数据库英文文献,僵蚕,142,芦丁,Rutin,C27H30O16,黄酮苷,,[M-H]-,,,609.1461,"609.1506,300.0303,301.0381"
数据库英文文献,僵蚕,142,异槲皮苷,Isoquercitrin,C21H20O12,黄酮苷,[M+H]+,,465.1028,"303.0524,194.1150",,
数据库英文文献,僵蚕,142,槲皮素-7-O-β-D-4-O-甲基葡萄糖苷,Quercetin-7-O-β-D-4-O-methylglucopyranoside,C22H22O12,黄酮苷,[M+H]+,,479.1184,303.0502,,
数据库英文文献,僵蚕,142,山柰酚-3-O-β-D-葡萄糖苷,Kaempferol-3-O-β-D-glucopyranoside,C21H20O11,黄酮苷,[M+H]+,,449.1078,"287.0563,149.0226",,
数据库英文文献,僵蚕,142,山柰酚-7-O-β-D-4-O-甲基葡萄糖苷,Kaempferol-7-O-β-D-4-O-methylglucopyranoside,C22H22O11,黄酮苷,[M+H]+,,463.1235,287.0558,,
数据库英文文献,僵蚕,142,槲皮素,Quercetin,C15H10O7,黄酮,[M+H]+,,303.0499,"303.0496,153.0156,229.0489,137.0217,155.0459,299.0591",,
数据库英文文献,僵蚕,142,山柰酚,Kaempferol,C15H10O6,黄酮,[M+H]+,,287.055,"287.0552,153.0180,121.0281,165.0192",,
数据库英文文献,僵蚕,142,桑酮J,Kuwanon J,C40H38O10,黄酮,,[M-H]-,,,677.2392,"677.2403,499.1470,481.1296,161.0239,227.0807,659.2245"
数据库英文文献,僵蚕,142,查尔康桑辛素,Chalcomoracin,C39H36O9,黄酮,,[M-H]-,,,647.2287,"359.0957,647.2277,469.1333,177.0960,227.0780,241.0553"
数据库英文文献,僵蚕,142,α-亚麻酸,Alpha-Linolenic acid,C18H30O2,脂肪酸,,[M-H]-,,,277.2173,"277.2183,278.2213"
数据库英文文献,僵蚕,142,亚油酸,Linoleic acid,C18H32O2,脂肪酸,,[M-H]-,,,279.233,"279.2368,280.2383,219.0009,238.9968"
数据库英文文献,僵蚕,142,棕榈酸,Palmitic acid,C16H32O2,脂肪酸,,[M-H]-,,,255.233,"255.2351,214.9987"
数据库英文文献,僵蚕,142,油酸,Oleic acid,C18H34O2,脂肪酸,,[M-H]-,,,281.2486,"281.2493,240.9871,173.0011,261.0003"
数据库英文文献,僵蚕,142,硬脂酸,Stearic acid,C18H36O2,脂肪酸,,[M-H]-,,,283.2643,"283.2689,128.9957,194.9895,178.9904"
数据库英文文献,僵蚕,142,1-脱氧野尻霉素,1-deoxynojirimycin,C6H13NO4,生物碱,[M+H]+,,164.0917,"80.0495,69.0334,164.0921,146.0810",,
数据库英文文献,僵蚕,142,甘露醇/卫矛醇,Mannitol/Dulcitol,C6H14O6,糖类,,[M-H]-,,,181.0718,"59.0138,71.0136,101.0237,89.0244,181.0728"
数据库英文文献,僵蚕,142,核黄素,Riboflavin,C17H20N4O6,维生素,[M+H]+,,377.1456,"377.1501,243.0908,172.0874,198.0704,359.1542",,
数据库英文文献,僵蚕,142,特纳灵,Tenellin,C21H23NO5,其他,[M+H]+,,370.1649,"246.0400,370.1656,352.1555,232.0598,201.0425,150.0535",,
数据库英文文献,淫羊藿,143,淫羊藿苷,Icariin,C33H40O15,黄酮苷,,,677.2412,,,
数据库英文文献,淫羊藿,143,淫羊藿苷I,Icarisid I,C27H30O10,黄酮苷,,,531.1827,,,
数据库英文文献,淫羊藿,143,宝藿苷I,Baohuoside I,C27H30O9,黄酮苷,,,515.1898,,,
数据库英文文献,淫羊藿,143,淫羊藿素,Icaritin,C21H20O6,黄酮,,,369.1311,,,
数据库英文文献,淫羊藿,143,朝藿定A,Epimedin A,C39H50O19,黄酮苷,,,839.2941,,,
数据库英文文献,淫羊藿,143,朝藿定A1,Epimedin A1,C39H50O19,黄酮苷,,,839.2953,,,
数据库英文文献,淫羊藿,143,朝藿定B,Epimedin B,C38H48O18,黄酮苷,,,809.2824,,,
数据库英文文献,淫羊藿,143,朝藿定C,Epimedin C,C39H50O18,黄酮苷,,,823.2981,,,
数据库英文文献,巴戟天,143,地奥司明,Diosmin,C28H32O15,黄酮苷,,,609.1797,,,
数据库英文文献,巴戟天,143,香叶木素,Diosmetin,C16H12O6,黄酮,,,301.0689,,,
数据库英文文献,葛根,143,葛根素,Puerarin,C21H20O9,黄酮苷,,,417.1168,,,
数据库英文文献,淫羊藿,143,山柰酚,Kaempferol,C15H10O6,黄酮,,,287.0544,,,
数据库英文文献,淫羊藿,143,山柰酚三糖苷,Kaempferitrin,C27H30O14,黄酮苷,,,579.1692,,,
数据库英文文献,姜黄,144,莪术二酮,Zedoarondiol,,倍半萜,,,253.185,,,
数据库英文文献,姜黄,144,姜黄二醇,Procurcumadiol,C15H24O2,倍半萜,,,251.169,,,
数据库英文文献,姜黄,144,姜黄烯醇,Procurcumenol,,倍半萜,,,253.17,,,
数据库英文文献,姜黄,144,莪术醇,Curcumol,C15H24O,倍半萜,,,237.19,,,
数据库英文文献,姜黄,144,莪术二醇,Curdione,C15H24O2,倍半萜,,,237.19,,,
数据库英文文献,姜黄,144,吉马酮,Germacrone,C15H22O,倍半萜,,,219.192,,,
数据库英文文献,姜黄,144,呋喃二烯,Furanodiene,C15H22O,倍半萜,,,217.162,,,
数据库英文文献,姜黄,144,月桂烯,Myrcene,C10H16,萜烯,,,161.098,,,
数据库英文文献,姜黄,144,芒柄花黄素,Formononetin,C16H12O4,黄酮,,,269.12,,,
